L 08/13/2021 - 00:02:32: SourceMod log file session started (file "/home/k26606_s20329/server_20329/left4dead2/addons/sourcemod/logs/L20210813.log") (Version "1.10.0.6494")
L 08/13/2021 - 00:02:32: [optional/l4d2lib.smx] [MI] MapInfo for dm1_suburbs is missing.
L 08/13/2021 - 00:02:32: [confoglcompmod.smx] [MI] MapInfo for dm1_suburbs is missing.
L 08/13/2021 - 22:52:54: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 6 from 3: time: 0.52 / 1.53 -- class: charger (with shove? 0)
L 08/13/2021 - 22:52:55: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 3 - 6 - flags: 1 (alive? 1)
L 08/13/2021 - 22:53:05: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 4 from 7: time: 1.35 / 3.23 -- class: smoker (with shove? 1)
L 08/13/2021 - 22:54:17: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 2 from 3: time: 1.49 / -1.00 -- class: hunter (with shove? 1)
L 08/13/2021 - 22:54:20: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 1 from 5: time: 2.40 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 22:54:22: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 4 from 7: time: 1.92 / 4.46 -- class: smoker (with shove? 0)
L 08/13/2021 - 22:55:50: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 2 from 7: time: 1.52 / 505.92 -- class: charger (with shove? 0)
L 08/13/2021 - 22:57:34: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 2 from 8: time: 1.31 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 22:57:35: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 5 - 4 -- time: 571.80
L 08/13/2021 - 22:57:36: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 4 from 5: time: 0.00 / 0.52 -- class: charger (with shove? 0)
L 08/13/2021 - 22:57:39: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 5 - 4 - flags: 1 (alive? 1)
L 08/13/2021 - 22:58:15: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: crown shot: 994, harrassed: 1 (full health: 1000 / drawthresh: 500 / oneshot 1)
L 08/13/2021 - 22:58:48: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 2 from 7: time: 0.32 / -1.00 -- class: hunter (with shove? 1)
L 08/13/2021 - 22:58:48: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 2 from 7: time: 0.98 / -1.00 -- class: hunter (with shove? 1)
L 08/13/2021 - 23:00:40: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 3 from 1: time: 1.91 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 23:02:09: [optional/kether/l4d2_skill_detect.smx] calarm trigger: caller 1080 / activator 1080 / delay: 0.00
L 08/13/2021 - 23:02:09: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 8 from 1: time: -1.00 / 1.58 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:02:19: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 3 from 2: time: 4.64 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 23:02:37: [optional/kether/l4d2_skill_detect.smx] calarm trigger: caller 825 / activator 825 / delay: 0.00
L 08/13/2021 - 23:02:56: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 7 from 2: time: 2.31 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 23:03:45: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 8 from 2: time: 0.44 / 1.97 -- class: smoker (with shove? 1)
L 08/13/2021 - 23:04:08: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 7 from 2: time: 1.29 / 2.80 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:04:37: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 8 from 1: time: 1.23 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:04:40: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 4 - 8 -- time: 996.49
L 08/13/2021 - 23:04:42: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 8 from 4: time: 0.28 / 2.16 -- class: charger (with shove? 0)
L 08/13/2021 - 23:04:44: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 4 - 8 - flags: 1 (alive? 1)
L 08/13/2021 - 23:05:25: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 3 from 4: time: 3.28 / 6.25 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:05:56: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: crown shot: 83, harrassed: 1 (full health: 1000 / drawthresh: 500 / oneshot 0)
L 08/13/2021 - 23:06:03: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 8 from 4: time: 1.04 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:06:39: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 8 from 4: time: -1.00 / 0.17 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:06:46: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 7 from 4: time: 0.52 / 2.53 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:07:10: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 8 from 4: time: -1.00 / 1.65 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:07:12: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 3 from 6: time: 1.07 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:07:47: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 2 - 8 -- time: 1183.88
L 08/13/2021 - 23:07:49: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 8 from 2: time: 0.32 / 1.76 -- class: charger (with shove? 0)
L 08/13/2021 - 23:07:51: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 2 - 8 - flags: 1 (alive? 1)
L 08/13/2021 - 23:07:51: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 3 from 4: time: 0.88 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:08:36: -------- Mapchange to c6m2_bedlam --------
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "67000")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.03")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "2")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "200")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "16")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxplayers") (value "16")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "1")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joininfected") (value "1")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joinsurvivors") (value "1")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_kill") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_spectate") (value "1")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_message") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_timerrepeat") (value "9999")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_max_team_switches") (value "9999")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_max_neighbor_range") (value "16")
L 08/13/2021 - 23:08:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_friction_forward") (value "0")
L 08/13/2021 - 23:11:48: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 3 from 4: time: 3.59 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:12:58: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 5 from 1: time: 1.22 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:14:03: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 1 - 7 -- time: 326.05
L 08/13/2021 - 23:14:05: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 7 from 1: time: 1.61 / 2.71 -- class: charger (with shove? 0)
L 08/13/2021 - 23:14:06: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 1 - 7 - flags: 1 (alive? 1)
L 08/13/2021 - 23:14:53: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 6 - 7 -- time: 376.89
L 08/13/2021 - 23:14:57: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 6 - 7 - flags: 1 (alive? 1)
L 08/13/2021 - 23:14:57: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 8 from 1: time: 1.50 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 23:14:57: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 6 - 3 - flags: 0 (alive? 1)
L 08/13/2021 - 23:15:33: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 5 from 4: time: 4.07 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:16:46: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 8 from 2: time: 1.22 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:17:25: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 8 from 6: time: 0.26 / 2.40 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:18:08: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 8 from 6: time: 1.25 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:19:15: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 4 - 3 -- time: 638.13
L 08/13/2021 - 23:19:17: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 3 from 4: time: 1.31 / 2.49 -- class: charger (with shove? 0)
L 08/13/2021 - 23:19:18: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 4 - 3 - flags: 1 (alive? 1)
L 08/13/2021 - 23:19:18: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 4 - 5 - flags: 0 (alive? 1)
L 08/13/2021 - 23:20:33: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 5 from 6: time: -1.00 / 2.98 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:20:56: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 8 from 2: time: 1.17 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:21:15: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 0 / crowntype: 0 (entity: 82)
L 08/13/2021 - 23:21:15: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: Grażyna Landryna, attacker dmg: 336, teamless dmg: 0
L 08/13/2021 - 23:21:22: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 6 - 8 -- time: 765.35
L 08/13/2021 - 23:21:25: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 6 - 3 - flags: 0 (alive? 1)
L 08/13/2021 - 23:21:26: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 8 from 6: time: 1.00 / 3.65 -- class: charger (with shove? 0)
L 08/13/2021 - 23:21:26: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 6 - 8 - flags: 1 (alive? 1)
L 08/13/2021 - 23:22:13: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 1 - 5 -- time: 816.77
L 08/13/2021 - 23:22:14: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 1 - 3 - flags: 32 (alive? 0)
L 08/13/2021 - 23:22:17: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 1 - 5 - flags: 1 (alive? 1)
L 08/13/2021 - 23:23:56: [optional/kether/l4d2_skill_detect.smx] Clear: 6 freed 2 from 5: time: 2.14 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:24:56: [optional/kether/l4d2_skill_detect.smx] Clear: 1 freed 2 from 7: time: 1.55 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:25:36: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 6 from 3: time: 1.20 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:27:13: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 7 - 6 -- time: 1116.52
L 08/13/2021 - 23:27:16: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 6 from 3: time: 0.22 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:27:16: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 7 - 6 - flags: 1 (alive? 1)
L 08/13/2021 - 23:27:35: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 6 from 5: time: 4.52 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 23:28:59: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 4 from 5: time: -1.00 / 1.79 -- class: smoker (with shove? 1)
L 08/13/2021 - 23:29:29: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 1 / crowntype: 1 (entity: 56)
L 08/13/2021 - 23:29:29: [optional/kether/l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: Muha, attacker dmg: 336, teamless dmg: 0
L 08/13/2021 - 23:29:37: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 3 - 6 -- time: 1260.43
L 08/13/2021 - 23:29:39: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 6 from 3: time: 0.71 / 1.47 -- class: charger (with shove? 0)
L 08/13/2021 - 23:29:40: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 3 - 6 - flags: 1 (alive? 1)
L 08/13/2021 - 23:30:13: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 2 from 8: time: 1.28 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:30:21: [optional/kether/l4d2_skill_detect.smx] Clear: 2 freed 4 from 7: time: -1.00 / 7.37 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:30:48: [optional/kether/l4d2_skill_detect.smx] Clear: 4 freed 2 from 3: time: 1.52 / -1.00 -- class: jockey (with shove? 0)
L 08/13/2021 - 23:31:39: -------- Mapchange to c6m3_port --------
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "30000")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "67000")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "67000")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "67")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "67")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "67")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "67")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.03")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "33500")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "2")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "200")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "16")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxplayers") (value "16")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "1")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joininfected") (value "1")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_joinsurvivors") (value "1")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_kill") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_spectate") (value "1")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_message") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_nth_timerrepeat") (value "9999")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_max_team_switches") (value "9999")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_max_neighbor_range") (value "16")
L 08/13/2021 - 23:31:40: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_friction_forward") (value "0")
L 08/13/2021 - 23:33:15: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 1 - 7 -- time: 94.97
L 08/13/2021 - 23:33:17: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 7 from 1: time: 0.92 / 2.14 -- class: charger (with shove? 0)
L 08/13/2021 - 23:33:17: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 5 from 4: time: 1.73 / -1.00 -- class: jockey (with shove? 1)
L 08/13/2021 - 23:33:18: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 1 - 7 - flags: 1 (alive? 1)
L 08/13/2021 - 23:33:21: [optional/kether/l4d2_skill_detect.smx] Clear: 8 freed 3 from 6: time: -1.00 / 1.64 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:34:19: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 2 - 7 -- time: 159.79
L 08/13/2021 - 23:34:23: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 2 - 7 - flags: 1 (alive? 1)
L 08/13/2021 - 23:34:23: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 2 - 3 - flags: 0 (alive? 1)
L 08/13/2021 - 23:34:24: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 7 from 2: time: 2.88 / 4.40 -- class: charger (with shove? 0)
L 08/13/2021 - 23:35:11: [optional/kether/l4d2_skill_detect.smx] Clear: 3 freed 5 from 2: time: 1.92 / -1.00 -- class: hunter (with shove? 0)
L 08/13/2021 - 23:35:44: [optional/kether/l4d2_skill_detect.smx] Charge carry start: 4 - 8 -- time: 244.46
L 08/13/2021 - 23:35:45: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 3 from 2: time: -1.00 / 2.23 -- class: smoker (with shove? 1)
L 08/13/2021 - 23:35:47: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 8 from 4: time: 1.50 / 2.85 -- class: charger (with shove? 0)
L 08/13/2021 - 23:35:47: [optional/kether/l4d2_skill_detect.smx] Checking charge victim: 4 - 8 - flags: 1 (alive? 1)
L 08/13/2021 - 23:36:06: [optional/kether/l4d2_skill_detect.smx] Clear: 7 freed 8 from 2: time: 2.08 / 6.01 -- class: smoker (with shove? 0)
L 08/13/2021 - 23:36:21: [optional/kether/l4d2_skill_detect.smx] Clear: 5 freed 8 from 10: time: 1.61 / -1.00 -- class: hunter (with shove? 0)
